IAUNAME,SOURCEID,CUEVENTID,FRAMESETID,RA2000,DEC2000,L,B,LAMBDA,ETA,PRIORSEC,UMGPNT,UMGPNTERR,GMRPNT,GMRPNTERR,RMIPNT,RMIPNTERR,IMZPNT,IMZPNTERR,UMGEXT,UMGEXTERR,GMREXT,GMREXTERR,RMIEXT,RMIEXTERR,IMZEXT,IMZEXTERR,MERGEDCLASSSTAT,MERGEDCLASS,PSTAR,PGALAXY,PNOISE,PSATURATED,EBV,AU,AG,AR,AI,AZ,UMJD,UPETROMAG,UPETROMAGERR,UAPERMAG3,UAPERMAG3ERR,UAPERMAG4,UAPERMAG4ERR,UAPERMAG6,UAPERMAG6ERR,UAPERMAGNOAPERCORR3,UAPERMAGNOAPERCORR4,UAPERMAGNOAPERCORR6,UHLCORSMJRADAS,UGAUSIG,UELL,UPA,UERRBITS,UAVERAGECONF,UCLASS,UCLASSSTAT,UPPERRBITS,USEQNUM,UXI,UETA,GMJD,GPETROMAG,GPETROMAGERR,GAPERMAG3,GAPERMAG3ERR,GAPERMAG4,GAPERMAG4ERR,GAPERMAG6,GAPERMAG6ERR,GAPERMAGNOAPERCORR3,GAPERMAGNOAPERCORR4,GAPERMAGNOAPERCORR6,GHLCORSMJRADAS,GGAUSIG,GELL,GPA,GERRBITS,GAVERAGECONF,GCLASS,GCLASSSTAT,GPPERRBITS,GSEQNUM,GXI,GETA,RMJD,RPETROMAG,RPETROMAGERR,RAPERMAG3,RAPERMAG3ERR,RAPERMAG4,RAPERMAG4ERR,RAPERMAG6,RAPERMAG6ERR,RAPERMAGNOAPERCORR3,RAPERMAGNOAPERCORR4,RAPERMAGNOAPERCORR6,RHLCORSMJRADAS,RGAUSIG,RELL,RPA,RERRBITS,RAVERAGECONF,RCLASS,RCLASSSTAT,RPPERRBITS,RSEQNUM,RXI,RETA,IMJD,IPETROMAG,IPETROMAGERR,IAPERMAG3,IAPERMAG3ERR,IAPERMAG4,IAPERMAG4ERR,IAPERMAG6,IAPERMAG6ERR,IAPERMAGNOAPERCORR3,IAPERMAGNOAPERCORR4,IAPERMAGNOAPERCORR6,IHLCORSMJRADAS,IGAUSIG,IELL,IPA,IERRBITS,IAVERAGECONF,ICLASS,ICLASSSTAT,IPPERRBITS,ISEQNUM,IXI,IETA,ZMJD,ZPETROMAG,ZPETROMAGERR,ZAPERMAG3,ZAPERMAG3ERR,ZAPERMAG4,ZAPERMAG4ERR,ZAPERMAG6,ZAPERMAG6ERR,ZAPERMAGNOAPERCORR3,ZAPERMAGNOAPERCORR4,ZAPERMAGNOAPERCORR6,ZHLCORSMJRADAS,ZGAUSIG,ZELL,ZPA,ZERRBITS,ZAVERAGECONF,ZCLASS,ZCLASSSTAT,ZPPERRBITS,ZSEQNUM,ZXI,ZETA,PRIMARY_SOURCE
VST-ATLAS J033357.24-275251.48,730230314248,22911,730144543044,53.48849546297368,-27.88096553113527,223.7799383505523,-54.12311417578359,-41.44494650569361,-173.9018587522798,0,2.20053,0.009598712,1.173296,0.0012782549,0.4053421,9.782496E-4,0.2593689,0.0013728837,2.187849,0.009598712,1.2744312,0.0012782549,0.4277544,9.782496E-4,0.29209995,0.0013728837,0.8376909,-1,0.999999,5.2922104E-7,5.2922104E-7,0.0,0.006609751,0.034073267,0.025070785,0.018183425,0.01378794,0.009775821,,17.487173,0.015433604,17.468813,0.00953794,17.468813,0.009500229,17.468813,0.012592787,17.923504,17.703222,17.517801,0.38411704,4.0195236,0.033875406,6.036766,0,100.953316,-1,0.56570786,,41,0.0,0.0,,15.253074,9.840105E-4,15.268283,0.0010784143,15.264963,9.777343E-4,15.259258,9.196013E-4,15.735655,15.511311,15.311114,0.5240983,6.6377378,0.066491544,78.799,0,102.110275,-1,0.70545965,,218,-0.017840067,-0.06887203,,14.070526,6.774502E-4,14.094987,6.8626396E-4,14.099007,6.4187864E-4,14.101682,6.122052E-4,14.461224,14.304974,14.140516,0.5201797,7.0599627,0.09471989,67.158844,0,103.265816,-1,-0.9781845,,306,-0.03694409,0.008922007,,13.665375,6.979968E-4,13.689645,6.9714704E-4,13.6881275,6.5714447E-4,13.687869,6.306202E-4,14.033469,13.892628,13.734353,0.4707515,6.925771,0.09593898,76.93383,0,103.2401,-1,0.076518275,,340,-0.026815718,-0.029954493,,13.415722,0.0012926066,13.430276,0.0011827069,13.426673,0.0011357291,13.416816,0.0011673863,13.741369,13.611389,13.459422,0.4246213,5.6311617,0.06514603,88.46627,0,106.13877,-1,0.97695434,,155,-0.0262424,0.02681524,1
VST-ATLAS J033314.47-275427.99,730230313532,22911,730144543043,53.31027869293304,-27.90777387531009,223.7854070681382,-54.28285730118539,-41.2931011512288,-173.9680974719769,0,2.4110117,0.014104202,1.3393812,0.0016089435,0.5159168,0.0011351439,0.4021473,0.0014925116,2.3932533,0.014104202,1.4353523,0.0016089435,0.55805874,0.0011351439,0.40241528,0.0014925116,-0.25568736,-1,0.999999,5.2922104E-7,5.2922104E-7,0.0,0.0067283837,0.03468482,0.025520759,0.018509783,0.014035408,0.0099512795,,18.161877,0.023912486,18.245768,0.01403619,18.238768,0.014090724,18.135885,0.017832372,18.695162,18.4656,18.184496,0.73005015,4.7019725,0.27794695,110.503815,0,102.07273,-1,1.4430532,,48,0.0,0.0,,15.824928,0.0012851853,15.834756,0.0013834431,15.834756,0.0012610429,15.822056,0.0012006348,16.301908,16.082848,15.87563,0.5135504,6.2793913,0.070572376,100.08972,0,101.93528,-1,0.22318265,,225,0.050024383,0.061200056,,14.475472,8.251104E-4,14.495375,8.214524E-4,14.4984455,7.6866365E-4,14.495857,7.3997886E-4,14.866556,14.706708,14.538227,0.512598,6.690639,0.09371686,71.327705,0,102.45746,-1,-0.65098614,,280,0.026055863,0.03994569,,13.952866,8.0081593E-4,13.979458,7.8343326E-4,13.980877,7.4135425E-4,13.975228,7.192044E-4,14.308497,14.171734,14.014579,0.46784255,6.5440106,0.10952222,78.95693,0,101.24639,-1,-1.0552733,,297,0.016772894,0.052971706,,13.590198,0.0014142887,13.577311,0.0012703633,13.579894,0.0012271075,13.577743,0.001281961,13.906082,13.781057,13.630679,0.40304816,5.4469776,0.07411122,108.76937,0,100.18888,-1,-0.80946267,,145,-0.018570386,0.054498013,1
VST-ATLAS J033320.29-275325.15,730230313540,22911,730144543043,53.33456128380026,-27.890320041211314,223.76126662563888,-54.259056898137466,-41.32021772841348,-173.9753733711824,0,0.8343754,0.0047086515,0.43033028,0.0015414134,0.11210251,0.001586119,0.12989902,0.0025911736,0.81661606,0.0047086515,0.52630234,0.0015414134,0.15424442,0.001586119,0.130167,0.0025911736,0.40780377,-1,0.999999,5.2922104E-7,5.2922104E-7,0.0,0.0067574866,0.034834843,0.025631147,0.018589845,0.014096117,0.009994322,,16.2603,0.005038668,16.246893,0.0045688986,16.248667,0.004248432,16.24579,0.004535513,16.696287,16.4755,16.294401,0.36736754,4.8270483,0.009647012,50.537445,0,102.9936,-1,0.0,,56,0.0,0.0,,15.396016,0.0010510418,15.412518,0.0011386679,15.408699,0.0010334069,15.406,9.751918E-4,15.879671,15.656791,15.459575,0.55113256,6.841025,0.10393649,85.03288,0,102.40786,-1,1.1462885,,269,0.07519909,-0.04690462,,14.972335,0.0010717922,14.982187,0.0010389371,14.9859705,9.763568E-4,14.986095,9.6056337E-4,15.353369,15.194233,15.028465,0.5081681,6.3224654,0.12772924,85.13154,0,102.00154,-1,-0.68934584,,340,0.021472465,-0.0052459333,,14.85514,0.0012845304,14.870085,0.0011984919,14.869174,0.0011432869,14.862792,0.0011593646,15.199124,15.060031,14.902143,0.44652054,5.7767606,0.109767854,97.508224,0,100.930786,-1,-0.73697674,,352,0.016056757,0.036074005,,14.782641,0.0027626962,14.740186,0.0022973458,14.740187,0.0022951378,14.734431,0.0027182766,15.068957,14.94135,14.787368,0.38094798,4.796093,0.10052574,104.94917,0,100.45954,-1,0.13265671,,173,-0.025935223,0.01593685,1
VST-ATLAS J033250.44-274833.44,730230315432,22911,730144543046,53.21015540870334,-27.809287897244914,223.5959298193657,-54.355805444769864,-41.26037932137496,-174.1388339150475,0,0.963151,0.0028885286,0.41334248,9.079024E-4,0.15320683,9.2349877E-4,0.12446976,0.001438118,0.9446192,0.0028885286,0.516716,9.079024E-4,0.19556046,9.2349877E-4,0.12626648,0.001438118,-1.112648,-1,0.99981904,9.524265E-6,1.7143675E-4,0.0,0.0075850165,0.039100762,0.028769968,0.02086638,0.015822344,0.01121824,,15.302948,0.0026847813,15.226071,0.002809473,15.250753,0.0025909764,15.265305,0.0025808772,15.688676,15.485516,15.322462,0.19536139,4.7361503,0.013973534,169.44759,0,48.528107,0,-1.6338977,4194432,10,0.0,0.0,,14.253835,5.799441E-4,14.26292,6.711617E-4,14.266294,6.071962E-4,14.269205,5.60881E-4,14.744057,14.522531,14.326159,0.5410989,7.3596506,0.09515202,82.74135,0,49.76226,-1,-1.1728078,4194432,19,0.08897677,0.1343547,,14.014672,6.260536E-4,13.849578,6.1141537E-4,13.834667,5.657084E-4,13.823465,5.3211313E-4,14.227341,14.050729,13.872952,0.2824577,5.0408645,0.008072197,72.12231,0,51.219505,-1,2.1325057,4194448,17,0.061355993,0.18488215,,13.605855,6.470263E-4,13.696371,6.921136E-4,13.681427,6.481611E-4,13.673954,6.1881857E-4,14.03178,13.877851,13.713582,0.55943483,5.113278,0.04790145,130.38132,0,50.684288,-1,0.5837641,4194448,27,0.12496412,0.14123961,,13.575972,0.001327373,13.571901,0.0012606198,13.562469,0.0012043423,13.558632,0.0012412876,13.905514,13.763264,13.609713,0.39133665,5.2468705,0.06508714,138.7042,0,48.21096,-1,-1.4621763,4194432,7,0.07510907,0.14857435,1
VST-ATLAS J033304.47-274032.16,730230315464,22911,730144543046,53.268624797965344,-27.675601016909322,223.38272703371638,-54.28448408440088,-41.36806871639205,-174.2648099793612,0,0.8044386,0.0037036433,0.4322157,0.0012360122,0.13888836,0.0012505758,0.12494469,0.0019851525,0.78590775,0.0037036433,0.5355892,0.0012360122,0.18124199,0.0012505758,0.12674141,0.0019851525,1.1697421,-1,0.999999,5.2922104E-7,5.2922104E-7,0.0,0.0074359784,0.03833247,0.028204666,0.020456376,0.01551145,0.010997812,,15.704972,0.0036406473,15.693471,0.0035877412,15.687723,0.0032808771,15.681562,0.0033340792,16.156076,15.922485,15.73872,0.38873252,5.0429664,0.028488815,141.3489,0,101.71868,-1,0.32901603,,42,0.0,0.0,,14.87365,8.191392E-4,14.889032,9.1928616E-4,14.886674,8.3075935E-4,14.88471,7.726057E-4,15.370169,15.142911,14.941664,0.5451048,7.108236,0.08057314,78.36102,0,102.013885,-1,0.52858955,,186,0.11019135,0.20862378,,14.4452715,8.2319527E-4,14.456817,8.2621974E-4,14.45952,7.730976E-4,14.459988,7.434421E-4,14.834579,14.675582,14.509475,0.54730165,6.7319636,0.10544199,71.664215,0,101.54016,-1,-0.28294572,,245,0.109794036,0.25372958,,14.296839,9.60986E-4,14.317928,9.387762E-4,14.315031,8.879605E-4,14.313942,8.6979556E-4,14.6533375,14.511455,14.35357,0.47628978,6.226995,0.101958156,85.2891,0,101.06071,-1,0.86902535,,286,0.06334982,0.15460704,,14.216736,0.001999609,14.192984,0.001749151,14.19046,0.0017019088,14.190573,0.0018708413,14.526596,14.391255,14.241653,0.37677172,5.084457,0.041068256,101.61351,0,101.76789,-1,0.89299667,,138,0.0975546,0.21508941,1
VST-ATLAS J033241.57-273541.06,730230315475,22911,730144543046,53.17320761854648,-27.5947391459625,223.22350938968827,-54.355620721318736,-41.33030306721963,-174.41229424711688,0,1.472189,0.0053349365,0.6818743,0.0012302242,0.22999573,0.0011355593,0.19136047,0.0017146412,1.4536572,0.0053349365,0.7852478,0.0012302242,0.27234936,0.0011355593,0.1931572,0.0017146412,-0.5310156,-1,0.999999,5.2922104E-7,5.2922104E-7,0.0,0.009004035,0.046415802,0.034152303,0.0247701,0.018782416,0.0133169675,,16.510887,0.0061710747,16.476477,0.0052479096,16.476477,0.0048905937,16.478483,0.0053692753,16.939081,16.711239,16.53564,0.34535256,4.542855,0.022804856,169.98718,0,102.78187,-1,0.0,,53,0.0,0.0,,14.99397,8.606703E-4,15.004288,9.596828E-4,15.0037155,8.682512E-4,15.003327,8.09508E-4,15.485424,15.259953,15.060281,0.51331854,7.0603123,0.05342841,85.00346,0,100.65772,-1,-0.01918684,,284,-0.06956912,0.021782454,,14.247482,7.169459E-4,14.322413,7.697144E-4,14.322677,7.187749E-4,14.322419,6.8775075E-4,14.700176,14.538738,14.371906,0.5962034,5.001519,0.033168435,80.274284,0,100.89633,-1,-0.048473954,16,365,-0.0944596,0.074852414,,14.068291,8.531635E-4,14.092418,8.34886E-4,14.092418,7.892621E-4,14.091669,7.6574605E-4,14.427827,14.288841,14.131297,0.44490638,6.640038,0.06718069,86.80333,0,100.821884,-1,-1.198179,,407,-0.103933275,0.046478264,,13.916955,0.0016767853,13.901057,0.0014976515,13.9019,0.0014483074,13.8999815,0.0015412647,14.23467,14.102695,13.951062,0.38019916,5.307775,0.055704772,96.972595,0,102.26551,-1,-0.015690511,,195,-0.08418929,0.03943602,1
VST-ATLAS J033202.86-273514.93,730230314851,22911,730144543045,53.01191539404137,-27.587481351985726,223.17340498331166,-54.49575474598175,-41.206600416927024,-174.50809421862505,0,1.1075783,0.0056690588,0.50137424,0.0016118215,,,,,1.0894585,0.0056690588,0.59547997,0.0016118215,,,,,-1.6059604,-1,0.9999809,9.5258065E-6,9.5258065E-6,0.0,0.008957659,0.046176735,0.0339764,0.02464252,0.018685676,0.0132483775,,16.559326,0.005593676,16.678696,0.0055395407,16.708876,0.005257635,16.726122,0.0058856606,17.136333,16.938408,16.77486,0.6218297,3.4168036,0.030062735,13.940987,0,51.00622,-1,-3.7155995,4194448,73,0.0,0.0,,15.496681,0.001029456,15.571117,0.0012048729,15.574487,0.0010953386,15.572865,0.0010348676,16.046875,15.826504,15.6260195,0.62233686,4.962941,0.057737708,132.36603,0,49.96759,-1,-0.34833348,4194448,302,0.08825298,0.034409273,,14.965153,9.922094E-4,15.069743,0.0010706305,15.059533,9.974355E-4,15.04765,9.7315316E-4,15.451395,15.274211,15.093939,0.63753974,4.6535273,0.05614519,147.73238,0,49.205288,-1,2.261307,4194448,373,0.07794213,-0.010593174,,,,,,,,,,,,,,,,,,,,,,,,,,14.628492,0.0021996773,14.756652,0.00219287,14.768019,0.0021972265,14.760369,0.0025688782,15.069588,14.955961,14.803526,0.5504079,2.976499,0.043469608,102.258125,0,47.028553,-1,-1.440077,4194448,219,0.09304755,6.9331675E-4,1
VST-ATLAS J033253.45-273527.47,730230315476,22911,730144543046,53.22269663940353,-27.590963189350934,223.22870988609714,-54.31170282880267,-41.3709850812555,-174.3898864430987,0,0.8619232,0.004486327,0.39304066,0.0014641051,0.1175127,0.0015044792,0.108371735,0.0024386302,0.8433914,0.004486327,0.49641418,0.0014641051,0.15986633,0.0015044792,0.11016846,0.0024386302,0.7489344,-1,0.999999,5.2922104E-7,5.2922104E-7,0.0,0.0077414596,0.039907224,0.029363357,0.021296754,0.016148685,0.011449618,,16.107662,0.004731954,16.095963,0.0043547926,16.08905,0.004008117,16.083158,0.0042118733,16.558567,16.323812,16.140316,0.39220354,4.812008,0.030046403,168.99197,0,102.091484,-1,0.47834185,,54,0.0,0.0,,15.2279825,9.7434147E-4,15.234039,0.0010783846,15.232827,9.762685E-4,15.232328,9.15065E-4,15.715176,15.489064,15.289282,0.52607775,6.7539253,0.07631433,76.115295,0,101.83171,-1,0.27949944,,290,-0.041234147,0.08879181,,14.833608,0.0010071954,14.840999,9.902981E-4,14.841313,9.2813215E-4,14.841861,9.054346E-4,15.218761,15.057375,14.891348,0.52418137,6.375186,0.08605844,72.90802,0,102.31312,-1,0.0,,374,-0.06840468,0.11104523,,14.712309,0.0011836652,14.723486,0.0011325933,14.721702,0.0010762118,14.720698,0.0010755416,15.058895,14.918125,14.760326,0.43132576,5.8374968,0.056802332,84.44336,0,101.51359,-1,0.5877454,,413,-0.1193094,0.07996563,,14.6532,0.0025374831,14.615114,0.0021596644,14.612499,0.0021293932,14.612488,0.0024561833,14.948727,14.813294,14.6635685,0.36262858,4.8107653,0.065525234,93.75978,0,101.92043,-1,0.20942095,,199,-0.057666853,0.1396669,1
VST-ATLAS J033348.59-274530.14,730230316689,22911,730144543048,53.45244690898884,-27.758372057002223,223.564920023856,-54.13622950169991,-41.473892146236835,-174.06641139444537,0,0.87275124,0.003381615,0.42160034,0.0011013981,0.16012287,0.0011176701,0.100242615,0.0018040959,0.8256197,0.003381615,0.55168533,0.0011013981,0.18713665,0.0011176701,0.098241806,0.0018040959,-2.082274,-1,0.999999,5.2922104E-7,5.2922104E-7,0.0,0.0069850916,0.03600815,0.026494453,0.019215986,0.014570901,0.01033095,,15.507353,0.003345216,15.496906,0.0032799959,15.493834,0.003008746,15.494338,0.0030745354,15.944769,15.716738,15.539322,0.3932914,5.004464,0.050255418,142.45386,0,101.00849,-1,0.074995115,,16,0.0,0.0,,14.614558,7.239045E-4,14.624155,8.227679E-4,14.627567,7.424792E-4,14.632745,6.8690407E-4,15.119149,14.8903885,14.68701,0.5241756,7.3857303,0.098094225,74.74805,0,99.54296,-1,-1.451039,,104,-0.046984542,0.045139983,,14.175934,7.1806996E-4,14.202555,7.322096E-4,14.203568,6.8510126E-4,14.205332,6.5347797E-4,14.567464,14.411633,14.245505,0.54011446,6.974437,0.099998415,73.15578,0,98.51181,-1,-0.63238305,,137,-0.01483039,0.032893486,,14.020476,8.5312297E-4,14.042432,8.444261E-4,14.044111,7.9769734E-4,14.042444,7.7375426E-4,14.380327,14.239713,14.081382,0.4450147,6.3906045,0.06551862,82.22543,0,97.40243,-1,-0.50856555,,141,0.0069015627,0.07461515,,13.963328,0.00177388,13.942189,0.0015942731,13.94469,0.0015410618,13.945194,0.0016482358,14.282085,14.146239,13.99292,0.27258238,5.1985025,0.026644826,88.7241,0,99.3116,-1,-1.1324775,,66,-0.02478621,0.052561548,1
VST-ATLAS J033352.47-274223.40,730230316706,22911,730144543048,53.46861313433427,-27.706500852362257,223.48115041643837,-54.11419505832272,-41.510680538434386,-174.11883572656123,0,1.3253632,0.0047717653,0.61286736,0.0011975062,0.19544315,0.001141634,0.13404179,0.0018091697,1.2782316,0.0047717653,0.74295235,0.0011975062,0.22245693,0.001141634,0.13204098,0.0018091697,-0.6083591,-1,0.999999,5.2922104E-7,5.2922104E-7,0.0,0.0075435257,0.038886875,0.028612593,0.020752238,0.015735794,0.011156874,,16.21078,0.0054420964,16.192268,0.004680486,16.191591,0.0043633934,16.190893,0.004765926,16.640131,16.414495,16.235876,0.37510163,4.6630306,0.044050395,174.01685,0,100.78331,-1,0.2611265,,33,0.0,0.0,,14.860583,8.2468626E-4,14.866905,9.288678E-4,14.869646,8.385607E-4,14.874625,7.789325E-4,15.361899,15.132467,14.92889,0.50792384,7.088632,0.07892275,78.68283,0,100.540115,-1,-1.028099,,184,-0.055606134,0.020038147,,14.226684,7.462416E-4,14.254038,7.5579475E-4,14.253517,7.068919E-4,14.254486,6.7517E-4,14.618947,14.461581,14.29466,0.5441146,6.9539227,0.10422373,73.01705,0,99.9656,-1,0.67936724,,262,-0.058158003,0.03417258,,14.035312,8.6809153E-4,14.058595,8.5562986E-4,14.059863,8.082827E-4,14.058314,7.8485796E-4,14.39649,14.255465,14.097252,0.45906448,6.424992,0.08262938,82.29885,0,99.60297,-1,-0.06390114,,267,-0.039960057,0.03701709,,13.940981,0.0017821823,13.924553,0.001594049,13.924252,0.0015385931,13.925231,0.001645586,14.264449,14.125801,13.972957,0.3316626,5.2990003,0.06410903,91.796326,0,100.76915,-1,-0.310564,,128,-0.062358122,0.04023718,1
VST-ATLAS J033351.28-274000.67,730230316720,22911,730144543048,53.463654495145974,-27.666853016174706,223.41316424256257,-54.11245813681639,-41.52520942606757,-174.16845223085502,0,0.9380541,0.0046725073,0.42796898,0.0014511279,0.13647842,0.0014796522,0.117072105,0.002433794,0.89092255,0.0046725073,0.558054,0.0014511279,0.1634922,0.0014796522,0.1150713,0.002433794,-0.05942379,-1,0.999999,5.2922104E-7,5.2922104E-7,0.0,0.007854303,0.040488936,0.029791372,0.021607189,0.016384076,0.011616514,,16.149658,0.005210899,16.130438,0.004545008,16.130667,0.0042327694,16.13569,0.004611717,16.5783,16.35357,16.180674,0.3612605,4.6393404,0.027617455,24.779053,0,98.543785,-1,-0.056305956,,47,0.0,0.0,,15.149847,9.3348406E-4,15.192384,0.0010840788,15.193369,9.790284E-4,15.195884,9.1444555E-4,15.687378,15.45619,15.250149,0.5205074,5.267568,0.019490898,80.45053,0,100.84168,-1,0.043987397,16,227,-0.057958342,-0.006363646,,14.714057,9.1786153E-4,14.764415,9.6464786E-4,14.76349,9.050453E-4,14.763696,8.791932E-4,15.129324,14.971554,14.803869,0.5625886,4.6703806,0.0518142,84.37187,0,101.41399,-1,-0.21156496,16,318,-0.07623514,0.01731013,,14.612505,0.001172148,14.627936,0.0011219739,14.626474,0.0010640974,14.624634,0.0010605918,14.965832,14.822076,14.663571,0.4341842,5.97812,0.053835094,92.93103,0,101.14245,-1,0.18739472,,318,-0.057999797,0.014067645,,14.549764,0.0025000197,14.510864,0.002159752,14.510343,0.0021211358,14.513426,0.0024270131,14.85076,14.711892,14.5611515,0.28204948,4.843889,0.040462792,99.38408,0,102.30097,-1,-0.15305656,,160,-0.05227619,-0.057291638,1
VST-ATLAS J033412.94-273914.19,730230316726,22911,730144543048,53.553898580326,-27.65394043004766,223.41240829018994,-54.0314925582432,-41.60198438658168,-174.13408486405604,0,1.0999775,0.0032975764,0.47768593,9.6563995E-4,0.1372757,9.7136584E-4,0.11994171,0.00156361,1.052846,0.0032975764,0.6077709,9.6563995E-4,0.16428947,9.7136584E-4,0.1179409,0.00156361,2.3474298,-1,0.999999,5.2922104E-7,5.2922104E-7,0.0,0.008434699,0.043480873,0.03199281,0.023203855,0.01759478,0.01247492,,15.439655,0.0032596386,15.428148,0.0032158478,15.425628,0.0029488553,15.425043,0.0030022059,15.876011,15.648532,15.470027,0.3722543,5.045788,0.021594167,109.99985,0,103.9091,-1,0.97056884,,53,0.0,0.0,,14.305083,6.32788E-4,14.328171,7.2961167E-4,14.32666,6.565376E-4,14.327925,6.042399E-4,14.823165,14.589481,14.38219,0.5497152,7.6605,0.09635317,77.04114,0,102.5599,-1,1.0736996,,243,0.0031592792,-0.05924243,,14.003439,6.6494173E-4,13.850485,6.3255616E-4,13.848924,5.903758E-4,13.848743,5.5861176E-4,14.215394,14.056988,13.888917,0.27993485,5.0717945,0.048834145,82.173,0,102.27044,-1,0.16191183,16,332,-0.119599074,-0.013373064,,13.709797,7.3159486E-4,13.713209,7.371732E-4,13.70654,6.9239095E-4,13.701321,6.64014E-4,14.051105,13.902142,13.740258,0.43579546,5.0584235,0.037265122,79.592735,0,103.15007,-1,1.5728494,16,339,-0.12659152,-0.03515161,,13.592148,0.0015107153,13.593267,0.0013789315,13.587349,0.0013189481,13.5853405,0.0013708478,13.933164,13.788898,13.633066,0.3810506,5.629645,0.04865569,91.78399,0,104.410576,-1,0.8972759,,170,-0.09094206,-0.05307651,1
VST-ATLAS J033357.81-273623.11,730230316738,22911,730144543048,53.490861837756505,-27.606419885491256,223.31769806355345,-54.0793086660565,-41.574604586750425,-174.2250368822979,0,1.7767324,0.009377655,0.77698326,0.0016997985,0.25344276,0.0015251832,0.21838665,0.0023563376,1.7296009,0.009377655,0.90706825,0.0016997985,0.28045654,0.0015251832,0.21638584,0.0023563376,1.4161717,-1,0.999999,5.2922104E-7,5.2922104E-7,0.0,0.008404903,0.043327276,0.031879798,0.023121888,0.017532628,0.012430851,,17.452875,0.014435433,17.433273,0.009279076,17.430326,0.009063811,17.434977,0.011673346,17.881136,17.65323,17.47996,0.36083987,4.112005,0.034730494,38.43193,0,103.23263,-1,0.32689562,,65,0.0,0.0,,15.656616,0.0012367878,15.656541,0.0013561554,15.655681,0.0012266436,15.657185,0.0011607634,16.151535,15.918502,15.71145,0.46269524,6.3985043,0.032225013,112.038376,0,101.78011,-1,0.31690383,,292,9.85705E-4,-0.12624547,,14.856961,0.0010489639,14.879558,0.001024772,14.877258,9.6184586E-4,14.875412,9.3840674E-4,15.244467,15.085322,14.9155855,0.5397643,6.452115,0.09787661,72.80375,0,103.24071,-1,0.71885735,,400,-0.017064516,-0.027732328,,14.605807,0.0011815515,14.626115,0.0011296133,14.622124,0.001070197,14.618801,0.0010665134,14.96401,14.817725,14.657739,0.45834464,5.9778104,0.054052234,95.94495,0,104.34365,-1,1.1597266,,409,-0.014932733,-0.0743302,,14.433031,0.0023925507,14.407728,0.002067922,14.40283,0.002020234,14.402766,0.0022820947,14.747624,14.60438,14.450492,0.3285928,4.983552,0.049147666,92.10089,0,106.26031,-1,0.62961066,,207,-0.018432777,-0.041066196,1
VST-ATLAS J033344.83-274415.68,730230317127,22911,730144543048,53.43679722941345,-27.737689933009335,223.52643530070907,-54.14678179990442,-41.471247449575294,-174.0994438639626,730144543048,,,,,,,,,,,,,,,,,-0.06529693,-1,0.993865,0.003067485,0.003067485,0.0,0.007077032,0.0364821,0.02684318,0.019468915,0.014762688,0.0104669295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.275099,7.3062716E-4,14.379213,7.9714577E-4,14.373086,7.440386E-4,14.36838,7.107936E-4,14.7441225,14.581151,14.408553,0.63798976,5.03508,0.042259157,78.57327,0,49.905083,-1,2.072553,4194448,186,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,14.121937,0.0018762016,14.073813,0.0017063535,14.084344,0.001662012,14.089283,0.0018085332,14.41371,14.285893,14.137009,0.19691342,4.7870874,0.048487842,94.539856,0,50.38654,-1,-2.1648967,4194432,83,0.076385826,0.035726417,1
VST-ATLAS J033417.90-274315.99,730230317152,22911,730144543048,53.574576222927604,-27.721108202469253,223.53018905707083,-54.02372363403329,-41.58690070911207,-174.04320580151668,0,,,,,0.5696268,9.0501737E-4,0.4043703,0.001186383,,,,,0.5966406,9.0501737E-4,0.4023695,0.001186383,16.66897,-1,0.9996572,1.7140902E-4,1.7140902E-4,0.0,0.0084873745,0.043752417,0.03219261,0.023348767,0.017704664,0.012552827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.765345,9.144765E-4,13.947983,6.554592E-4,13.494698,4.9531314E-4,14.085472,6.2138744E-4,14.312892,13.702762,14.125646,0.0,0.99157023,0.10678351,10.051857,0,50.44152,-1,18.493145,4194448,240,0.0,0.0,,14.094532,8.2462776E-4,13.378356,6.2404305E-4,13.044241,5.019626E-4,13.664456,6.450658E-4,13.716251,13.239842,13.703394,0.0,1.1124954,0.1279512,65.16511,0,50.233616,-1,7.1966677,4194448,244,0.018561669,-0.04274028,,13.324641,0.0012061152,12.973986,0.001008997,12.741733,8.567372E-4,12.080072,6.0076895E-4,13.313882,12.943282,12.127798,0.0,1.3347906,0.071389556,28.328697,0,49.132355,-1,3.1816907,4194448,114,9.312984E-4,0.16141799,1
